,Emotion,Clean_Text
2919,fear,driving fast small road met oncoming car right handed bend driver road skid avoid collision dark
31795,sadness, feel dismay  sorrow  people country share personal good fortune result years tory government experience disadvantage 
21267,joy,time start essay
4130,anger,phone bipolar dnt wanna cooperate wit ryt nw  need 2 send 4 repairs
5335,anger,unfairly got low mark exam failed win grant confidence exam
18027,joy,  yeah course terry come pick
3987,anger,ll cross  ll 
20245,sadness,miss  im sorry delay  enjoy  free glass wine inconvenience  im terribly sorry wait long 
33020,sadness,  shape job line 
2661,anger,look 
21978,joy,’ agree  ’ ideal place vacation 
16913,fear,failed seven subjects school terrified report card father left table went bed early order avoid seeing me
270,sadness,school shootings need stop know quick fix this schools supposed safe
24155,joy,sooo maid decides use shampoo n fill bottle water afterwards smh 
15010,joy,quotthis day lord made glad itquot welcome living day carry through#luv
11520,joy,exhausted drive school
19553,joy,  casually looking months elle mag amys tits face nuts something like :/
30977,anger,core anger fear hurt learn forgive hurt amp resolve lot issues
30137,sadness,dog anxious harness   trip dogs keen pull miserable tied night 
13349,fear,pain arising anticipation evil ~ aristotle   #in
22559,anger,closest friend fucked 4 ex amp believed lies forgive forget treachery
20229,fear,felt fear friend broke abandoned military base los angeles summer feared want caught
11657,joy,calendar packed events celebrate dopeness people know
27049,sadness,think conor oberst lyric quoteach public school halfway housequot true vonnegut upset
11384,joy,excellente robin man things you #arsenal
33242,fear,prepared exam wanted sleep night exam
15487,sadness,trying support friend world came crashing her
24118,joy,time got near  backed  ecstatic excitement  tail wagging furiously 
15451,joy,thanks  beautiful  
30543,joy,  rt   shit pants pure 100% gravy
29071,fear,euro broke up time ready moment history im afraid#euro
12342,sadness,sadness feel wait outside hampm midnight find open 5am #why
23173,neutral,yes  sars epidemic effective control  id better risk 
29886,sadness,visits found representative occidental oil company stranded  looking miserable bedraggled morass mud pouring rain 
12198,neutral,feeling 
25847,joy,got unexpected letter guy school mate
11701,sadness,im busy year year  ive 
5462,joy,horrible morning long ass day work
18261,joy,intercourse
17038,joy,love making shemiah mad ( :
24017,joy,started christmas shopping today 11
23762,joy,cant wait work tomorrow wednesday thursday friday saturday
19627,joy,quot  cant wait hear hubie brown break time seasonquot
32323,anger,absolutely hate neighbors dog barks fucking time fucking reason
18451,anger,opposition  sam galbraith said particularly angry government reneging ballot subsidy 
20186,anger,im seeing da #artistic way nt like wanna da things like got drama fucking happy
9919,sadness,wish time work week
32168,joy,  good day too yyyyaaa friday
2001,sadness,time felt sad disappointed hoped final exams compared earlier exams questions think unjust
33175,fear,eyewitnesses told horror shrapnel rained shoppers devices placed castlitter bins yards apart 
21804,fear,told daughter boarding school ill needed day
21963,joy,going newcastle today pick dust buster amp maybe hubsicle xmas pressie lovely stroll city family
31335,sadness,cant feel christmas spirit ((
17056,fear,need (irrational) interviewing people telephone think #errolmorris #media
31587,joy,awesome day someones day awesome too eye contact big smile  
12038,joy,enjoyed class actress waiting   set far running hour half late
25315,joy,eating dinner quotearth songquot blasting restaurants sound system
5419,fear,dont believe lies look eyes dont scared me remember feeling isnt new dnt
26277,anger,furious saw mask wet 
33485,sadness,buy car like business car
18468,joy,day heard passed high school exam
27920,sadness,went result exam saw failed
13023,sadness,broke girl  understand loved 
1235,anger,  im innocent   found elses stuff  cant prove  went  cant prove stuff 
8526,sadness,lucille s despondency caused fear sharpe s death  british defeat  dared articulate thought 
13191,joy,girlfriend wrote telling months pregnant responsible \damages\ happy longed child mine
12828,sadness,wish sing like disney princess belle ariel cinderella  pipes
31152,sadness,akward moment mom asks find eharmony
30164,fear,afraid tomorrow seen yesterday love today #less
18756,anger,friend speak tell why
7233,joy,hate seeing sex sex sex tl
7586,fear,dream terrifying fear rest day dream come true eg beaten (or eaten ) snake
22788,sadness,  whats point kiss cam win arnis gift card
1024,joy,cant wait wisdom teeth christmas break
1113,sadness,omg funny life works out :(
12274,anger,mother person sharing housing accused trying rip payment bills house
24233,neutral,
2289,neutral,
11527,sadness,tomorrow time 2006 attend test manhoodand place 5hour lsat
14124,anger,rights  
16988,fear,thhink funny   bout lakers wont answer tryna hoop hmm
2224,sadness,  text miss competing
18398,fear,suddenly feel vulnerable
9793,joy,moms going tonightt sisters going partyy im stand case mom cant pick sister upp 
34034,sadness,pat shurmur colt mccoy good oldfashioned quotwhos worseoffquot winning
28064,fear,quotrt   afraid tomorrow seen yesterday love today #lessquot
31953,neutral,heard 
34028,joy,cheeks aglow combination heat exhilaration centre attention  lent extra  youthful radiance beauty 
3320,fear,believe lies look eyes scared me scared me
13422,anger,friends promised definitely tell visiting not
8452,joy,meal boyfriend hes wrong
8917,anger,  needs stop tweeting repulsive things
1126,joy,finished project ive working 1   homework 
2651,sadness,forgot guest despair 
4423,sadness,je suis bien amusé à troller   alias le mec qui bloque quand tes pas daccord avec lui
24789,neutral,problem 
17565,anger,’ wrong  thought agreed gonna quit smoking 
25473,fear,love that rt “  afraid tomorrow seen yesterday love today #less”
156,fear,concered hights today went way climbing sooo proud beat enrique quad biking:d love girls x
11859,neutral,hi  becky  whats 
27753,joy,met good friend long time
677,anger,yeah  attitude great  ’ unreliable  ’ productive  times  tuesday instance  fortyfive minutes late morning meeting 
33105,anger,juniors dormitory school started complain lot noise duties assigned prefect classmate cool dull
11372,sadness,  favs cbs hours ago stupid people came house missed
10578,joy,theres secret  thing practice  succeed 
18742,neutral,poor girl 
467,anger,anne felt indignant joe  thought  realised good sense warning 
11960,sadness,girlfriend afraid anxious day taking exam
31571,joy, according elated opponents nuclear power 
30051,fear,evening gone fishing friends heard roar lion near run lives
25020,neutral,reckon taxing increases 
9850,fear,wash away beastliness house horror sight phyllis henley s body  felt need try 
20781,fear,shewomen share public speaking kathryns grp fear people interested fear centre attn
9585,anger,  thanks meg plenty around want guard today lol takin
34314,sadness,holidays come end day university exams
13389,joy,core 40 amp sonnet reciting tomorrow
5425,sadness,problem poor people suffer 
19466,sadness,asked teacher write recommendation letter me provided information run short time
27668,anger,people girlfriend cry want hurt them #whatever
10084,anger,learnt younger sister expelled secondary school pregnant second time happened family  time elder sister
16597,neutral,yeah   trendy look great  want dragon arm maybe tiger 
32594,joy,love ditched night off makes feel good yu know
29743,joy,  homeless time christmas visited shelters tons new toys kids heaven
22401,anger,living flat things me finally threw prejudiced people esteem lot
33809,joy,discovered computer chair higher
23186,sadness,yes  inside drawers desk 
23314,joy,plan tonight: packaging couple small sweet silver pendants send new home
14280,joy,broke version fistpump parents reminiscing daddy dance (:
26334,fear,disquiet surrounds production  second generation  vaccines genetically engineered microbes fragments viruses 
3408,fear,finally cleared desk work space   watching television online wow finals coming soon
26824,fear,hate wanting knowing ill
9460,anger,getting terrible exam mark understand reason for trying lecturer tutor given runaround
28743,joy,delighted ive added line festival badush jumped #13 #trackitdown 100 trance downloads
22039,fear,climbed sides  time making new discoveries  finding new surprises delights  let confess  secret places recoiled horror 
18622,joy,gig thursday night hmahasydnxiwkdbduebwicu
26610,joy,babysitting pokemon obsessed kids night  amp want tonight watch pokemon movies 
6166,joy,okay 2 papers down ton things left
7230,joy,felt joy heard accepted free university driebergen
23354,joy,dinner friends appreciated much
32470,joy,wrapped christmas present year :)
6425,neutral,bye 
33451,joy,felt elated  especially said   m looking actor like  
30274,fear,afraid tomorrow seen yesterday love today #less
8089,fear,afraid of im developing list contribute also rt sil vous plait
31915,neutral, ’ theory  people touting theories  ’ scientific rigor 
20153,neutral,hi  emily  know guy 
21990,fear,mean hate itnot mei love itbut people rude awakening youlmao
16778,fear,visiting parents law house invaded strange men committed armed assault
